,game_id,player_id,position ,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date,winning_team,winning_score,losing_score
16672,202111150sfo,MichSo00,RB,Sony Michel,LAR,0,0,0,0,0,0,0,0,0.0,4,20,0,7,2,2,11,0,9,0,0,4,4,0,4,LAR,SFO,0,0,0,0,0,0,5.1,5.1,4.1,4.1,4.1,4.1,0,0,0,0,12,8,0,5.0,6,0,14,25,LAR,SFO,10,31,False,outdoors,grass,59,88,0,-4.0,LAR,49.5,11/15/2021,SFO,31,10
16693,202111180atl,SlatMa00,WR,Matthew Slater,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,NWE,ATL,25,0,False,retractable roof (closed),fieldturf,72,45,0,-7.0,NWE,47.0,11/18/2021,NWE,25,0
16699,202111180atl,GallWa00,RB,Wayne Gallman,ATL,0,0,0,0,0,0,0,0,0.0,1,-3,0,-3,0,0,0,0,0,0,0,1,1,0,1,ATL,NWE,0,0,0,0,0,0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0,0,0,0,-3,0,0,0.0,0,0,2,4,NWE,ATL,25,0,False,retractable roof (closed),fieldturf,72,45,0,-7.0,NWE,47.0,11/18/2021,NWE,25,0
16724,202111210buf,DuliAs00,WR,Ashton Dulin,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,BUF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,20,29,IND,BUF,41,15,False,outdoors,a_turf,49,48,12,-7.0,BUF,49.5,11/21/2021,IND,41,15
16725,202111210buf,McKeIs00,WR,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,IND,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,16,IND,BUF,41,15,False,outdoors,a_turf,49,48,12,-7.0,BUF,49.5,11/21/2021,IND,41,15
16744,202111210car,BrowDy00,WR,Dyami Brown,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,13,WAS,CAR,27,21,False,outdoors,grass ,54,50,0,-3.5,CAR,43.0,11/21/2021,WAS,27,21
16750,202111210car,ZylsBr00,WR,Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,7,0,7,0,0,0,0,0,0,CAR,WAS,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,2.0,9,0,24,47,WAS,CAR,27,21,False,outdoors,grass ,54,50,0,-3.5,CAR,43.0,11/21/2021,WAS,27,21
16767,202111210chi,HuntTy01,QB,Tyler Huntley,BAL,26,36,219,0,1,6,43,29,76.0,7,40,0,19,0,0,0,0,0,0,2,5,49,44,5,BAL,CHI,0,0,0,0,0,0,11.76,11.76,10.76,10.76,11.76,11.76,191,5,26,3,34,6,0,0.0,0,0,81,100,BAL,CHI,16,13,False,outdoors,grass ,46,71,9,-5.0,BAL,43.5,11/21/2021,BAL,16,13
16775,202111210chi,MoonDa00,WR,Darnell Mooney,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,16,5,121,1,60,0,0,0,0,0,0,CHI,BAL,0,0,0,0,0,1,26.1,26.1,20.6,20.6,22.6,22.6,0,0,0,0,0,0,0,220.8,70,1,54,92,BAL,CHI,16,13,False,outdoors,grass ,46,71,9,-5.0,BAL,43.5,11/21/2021,BAL,16,13
16795,202111210cle,IgweGo00,RB,Godwin Igwebuike,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,-4,0,-4,0,0,0,0,0,0,DET,CLE,0,0,0,0,0,0,0.6,0.6,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,-6.0,2,0,1,2,DET,CLE,10,13,False,outdoors,grass ,42,84,7,-12.5,CLE,42.5,11/21/2021,CLE,13,10
16799,202111210cle,LandJa00,WR,Jarvis Landry,CLE,0,0,0,0,0,0,0,0,0.0,1,16,1,16,8,4,26,0,13,0,0,1,1,0,1,CLE,DET,0,0,0,0,0,0,14.2,14.2,12.2,12.2,12.2,12.2,0,0,0,0,14,2,0,100.0,9,0,48,65,DET,CLE,10,13,False,outdoors,grass ,42,84,7,-12.5,CLE,42.5,11/21/2021,CLE,13,10
16814,202111210jax,WillTr21,T,Trent Williams,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SFO,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,62,90,SFO,JAX,30,10,False,outdoors,grass ,68,84,17,-6.5,SFO,45.0,11/21/2021,SFO,30,10
16825,202111210jax,ManhCh00,TE,Chris Manhertz,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,12,26,SFO,JAX,30,10,False,outdoors,grass ,68,84,17,-6.5,SFO,45.0,11/21/2021,SFO,30,10
16841,202111210kan,BrowNo00,WR,Noah Brown,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,DAL,KAN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,30.0,0,1,43,64,DAL,KAN,9,19,False,outdoors,grass ,57,31,17,-2.5,KAN,56.5,11/21/2021,KAN,19,9
16848,202111210kan,BellBl00,TE,Blake Bell,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,8,0,8,0,0,0,0,0,0,KAN,DAL,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,0,0,0,0,0,0,0,-3.0,11,0,23,34,DAL,KAN,9,19,False,outdoors,grass ,57,31,17,-2.5,KAN,56.5,11/21/2021,KAN,19,9
16871,202111210min,RodgAm00,WR,Amari Rodgers,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,GNB,MIN,31,34,False,dome,sportturf,72,45,0,-1.0,GNB,47.0,11/21/2021,MIN,34,31
16873,202111210min,HernCh00,TE,Chris Herndon,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,14,20,GNB,MIN,31,34,False,dome,sportturf,72,45,0,-1.0,GNB,47.0,11/21/2021,MIN,34,31
16894,202111210nyj,SmitJe03,WR,Jeff Smith,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,MIA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,MIA,NYJ,24,17,False,outdoors,fieldturf ,52,44,4,-3.5,MIA,44.5,11/21/2021,MIA,24,17
16898,202111210nyj,WaddJa00,WR,Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,0.0,1,1,1,1,9,8,65,0,15,0,0,1,1,0,1,MIA,NYJ,0,0,0,0,0,0,20.6,20.6,16.6,16.6,16.6,16.6,0,0,0,0,1,0,0,55.8,30,0,55,76,MIA,NYJ,24,17,False,outdoors,fieldturf ,52,44,4,-3.5,MIA,44.5,11/21/2021,MIA,24,17
16921,202111210oti,AuclAn00,TE,Antony Auclair,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,TEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,26,41,HOU,TEN,22,13,False,outdoors,grass ,59,67,8,-10.0,TEN,44.5,11/21/2021,HOU,22,13
16923,202111210oti,CartTo01,TE,Tory Carter,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,HOU,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,11,HOU,TEN,22,13,False,outdoors,grass ,59,67,8,-10.0,TEN,44.5,11/21/2021,HOU,22,13
16946,202111210phi,ArmaAl00,RB,Alex Armah,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,PHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,NOR,PHI,29,40,False,outdoors,grass ,51,63,4,-2.5,PHI,42.5,11/21/2021,PHI,40,29
16948,202111210phi,StolJa00,TE,Jack Stoll,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,17,22,NOR,PHI,29,40,False,outdoors,grass ,51,63,4,-2.5,PHI,42.5,11/21/2021,PHI,40,29
16966,202111210rai,MorgSt02,WR,Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,CIN,LVR,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,-9.0,12,0,12,16,CIN,LVR,32,13,False,dome,grass,72,45,0,-1.0,CIN,50.5,11/21/2021,CIN,32,13
16971,202111210rai,StonDi00,WR,Dillon Stoner,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,4,CIN,LVR,32,13,False,dome,grass,72,45,0,-1.0,CIN,50.5,11/21/2021,CIN,32,13
16986,202111210sdg,RoetBe00,QB,Ben Roethlisberger,PIT,28,44,273,3,0,3,28,37,103.7,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,PIT,LAC,0,0,0,0,0,0,22.92,22.92,22.92,22.92,22.92,22.92,325,10,10,1,0,0,0,0.0,0,0,69,100,PIT,LAC,37,41,False,dome,matrixturf,72,45,0,-5.5,LAC,47.5,11/21/2021,LAC,41,37
16996,202111210sdg,PalmJo00,WR,Josh Palmer,LAC,0,0,0,0,0,0,0,0,0.0,1,6,0,6,1,1,17,0,17,0,0,1,1,0,1,LAC,PIT,0,0,0,0,0,0,3.3,3.3,2.8,2.8,2.8,2.8,0,0,0,0,6,0,0,8.0,9,0,23,30,PIT,LAC,37,41,False,dome,matrixturf,72,45,0,-5.5,LAC,47.5,11/21/2021,LAC,41,37
17017,202111210sea,HarrDe03,TE,Demetrius Harris,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,SEA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,18,22,ARI,SEA,23,13,False,outdoors,fieldturf ,46,76,0,-2.5,SEA,47.0,11/21/2021,ARI,23,13
17019,202111210sea,SwaiFr00,WR,Freddie Swain,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SEA,ARI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.0,0,0,20,41,ARI,SEA,23,13,False,outdoors,fieldturf ,46,76,0,-2.5,SEA,47.0,11/21/2021,ARI,23,13
17039,202111220tam,BrigGa00,RB,Gary Brightwell,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,NYG,TAM,10,30,False,outdoors,grass ,68,61,6,-11.0,TAM,50.0,11/22/2021,TAM,30,10
17048,202111220tam,BratCa00,TE,Cameron Brate,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,27,0,15,0,0,0,0,0,0,TAM,NYG,0,0,0,0,0,0,4.7,4.7,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,58.2,4,0,35,45,NYG,TAM,10,30,False,outdoors,grass ,68,61,6,-11.0,TAM,50.0,11/22/2021,TAM,30,10
17063,202111250dal,SmitSu00,FB,Sutton Smith,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,7,LVR,DAL,36,33,True,retractable roof (closed),matrixturf,72,45,0,-7.5,DAL,51.5,11/25/2021,LVR,36,33
17071,202111250dal,SpriJe00,TE,Jeremy Sprinkle,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,LVR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,LVR,DAL,36,33,True,retractable roof (closed),matrixturf,72,45,0,-7.5,DAL,51.5,11/25/2021,LVR,36,33
17091,202111250det,JameJe00,TE,Jesse James,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHI,DET,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10.0,0,0,23,33,CHI,DET,16,14,False,dome,fieldturf ,72,45,0,-3.0,CHI,41.0,11/25/2021,CHI,16,14
17096,202111250det,RaymKa00,WR,Kalif Raymond,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,16,0,17,0,0,0,0,0,0,DET,CHI,0,0,0,0,0,0,4.6,4.6,3.1,3.1,3.1,3.1,0,0,0,0,0,0,0,7.2,14,0,39,80,CHI,DET,16,14,False,dome,fieldturf ,72,45,0,-3.0,CHI,41.0,11/25/2021,CHI,16,14
17120,202111250nor,GillRe00,FB,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,BUF,NOR,31,6,False,dome,sportturf,72,45,0,-6.5,BUF,45.0,11/25/2021,BUF,31,6
17122,202111250nor,GrifGa00,TE,Garrett Griffin,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,BUF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,18,32,BUF,NOR,31,6,False,dome,sportturf,72,45,0,-6.5,BUF,45.0,11/25/2021,BUF,31,6
17139,202111280cin,WattDe00,FB,Derek Watt,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,PIT,CIN,10,41,False,outdoors,fieldturf ,43,65,12,-3.5,CIN,44.0,11/28/2021,CIN,41,10
17146,202111280cin,ThomMi04,WR,Mike Thomas,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CIN,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.0,0,0,13,19,PIT,CIN,10,41,False,outdoors,fieldturf ,43,65,12,-3.5,CIN,44.0,11/28/2021,CIN,41,10
17167,202111280clt,BernGi00,RB,Giovani Bernard,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,IND,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,TAM,IND,38,31,False,retractable roof (closed),fieldturf ,72,45,0,-3.0,TAM,53.5,11/28/2021,TAM,38,31
17168,202111280clt,PatmDe00,WR,Dezmon Patmon,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,TAM,IND,38,31,False,retractable roof (closed),fieldturf ,72,45,0,-3.0,TAM,53.5,11/28/2021,TAM,38,31
17186,202111280den,BradDa00,RB,Darius Bradwell,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAC,DEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,1,7,10,LAC,DEN,13,28,False,outdoors,grass ,62,22,0,-3.0,LAC,47.0,11/28/2021,DEN,28,13
17193,202111280den,HintKe00,WR,Kendall Hinton,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DEN,LAC,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,LAC,DEN,13,28,False,outdoors,grass ,62,22,0,-3.0,LAC,47.0,11/28/2021,DEN,28,13
17206,202111280gnb,BlanKe01,TE,Kendall Blanton,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,LAR,GNB,28,36,False,outdoors,grass ,37,46,14,-2.0,LAR,46.5,11/28/2021,GNB,36,28
17215,202111280gnb,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,4,0,2,0,0,0,0,0,0,GNB,LAR,0,0,0,0,0,0,2.4,2.4,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,-3.0,6,0,33,40,LAR,GNB,28,36,False,outdoors,grass ,37,46,14,-2.0,LAR,46.5,11/28/2021,GNB,36,28
17233,202111280htx,SmitJe03,WR,Jeff Smith,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,HOU,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,13,NYJ,HOU,21,14,False,retractable roof (closed),astroturf,72,45,0,-2.5,HOU,44.5,11/28/2021,NYJ,21,14
17238,202111280htx,BrowPh01,TE,Pharaoh Brown,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,HOU,NYJ,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8.0,0,0,34,60,NYJ,HOU,21,14,False,retractable roof (closed),astroturf,72,45,0,-2.5,HOU,44.5,11/28/2021,NYJ,21,14
17256,202111280jax,SmitKe03,FB,Keith Smith,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,16,0,10,0,0,0,0,0,0,ATL,JAX,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,0,0,0,0,0,0,0,2.0,14,0,13,22,ATL,JAX,21,14,False,outdoors,grass ,61,41,4,-2.0,ATL,45.5,11/28/2021,ATL,21,14
17262,202111280jax,ShenLa00,WR,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,5,33,0,24,0,0,0,0,0,0,JAX,ATL,0,0,0,0,0,0,8.3,8.3,5.8,5.8,5.8,5.8,0,0,0,0,0,0,0,69.3,33,0,53,73,ATL,JAX,21,14,False,outdoors,grass ,61,41,4,-2.0,ATL,45.5,11/28/2021,ATL,21,14
17279,202111280mia,RiccGi00,FB,Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,MIA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,7,CAR,MIA,10,33,False,outdoors,grass ,74,56,4,-2.5,CAR,42.0,11/28/2021,MIA,33,10
17289,202111280mia,HollMa00,WR,Mack Hollins,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MIA,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,0,0,19,26,CAR,MIA,10,33,False,outdoors,grass ,74,56,4,-2.5,CAR,42.0,11/28/2021,MIA,33,10
17312,202111280nwe,HollCo00,WR,Cody Hollister,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,22,0,14,0,0,0,0,0,0,TEN,NWE,0,0,0,0,0,0,4.2,4.2,3.2,3.2,3.2,3.2,0,0,0,0,0,0,0,15.2,15,0,48,76,TEN,NWE,13,36,False,outdoors,fieldturf ,33,61,6,-7.0,NWE,43.5,11/28/2021,NWE,36,13
17314,202111280nwe,AghoNe00,WR,Nelson Agholor,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,20,0,10,0,0,0,0,0,0,NWE,TEN,0,0,0,0,0,0,5.0,5.0,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,18.9,1,0,50,83,TEN,NWE,13,36,False,outdoors,fieldturf ,33,61,6,-7.0,NWE,43.5,11/28/2021,NWE,36,13
17332,202111280nyg,GainKe00,RB,Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,32,0,14,0,0,0,0,0,0,PHI,NYG,0,0,0,0,0,0,6.2,6.2,4.7,4.7,4.7,4.7,0,0,0,0,0,0,0,7.2,27,0,11,16,PHI,NYG,7,13,False,outdoors,fieldturf ,39,72,4,-3.5,PHI,45.5,11/28/2021,NYG,13,7
17338,202111280nyg,SlayDa01,WR,Darius Slayton,NYG,0,0,0,0,0,0,0,0,0.0,1,-13,0,-13,4,3,40,0,18,0,0,1,1,0,1,NYG,PHI,0,0,0,0,0,0,5.7,5.7,4.2,4.2,4.2,4.2,0,0,0,0,-13,0,0,30.0,20,0,44,73,PHI,NYG,7,13,False,outdoors,fieldturf ,39,72,4,-3.5,PHI,45.5,11/28/2021,NYG,13,7
17355,202111280rav,NatsJo00,WR,Jojo Natson,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,BAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,CLE,BAL,10,16,False,outdoors,grass,43,70,0,-3.5,BAL,47.0,11/28/2021,BAL,16,10
17364,202111280rav,WallTy00,WR,Tylan Wallace,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BAL,CLE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,19.0,0,0,3,4,CLE,BAL,10,16,False,outdoors,grass,43,70,0,-3.5,BAL,47.0,11/28/2021,BAL,16,10
17387,202111280sfo,StocLu00,TE,Luke Stocker,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,11,MIN,SFO,26,34,False,outdoors,grass,68,43,7,-3.5,SFO,49.0,11/28/2021,SFO,34,26
17388,202111280sfo,BenjTr00,WR,Travis Benjamin,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,MIN,SFO,26,34,False,outdoors,grass,68,43,7,-3.5,SFO,49.0,11/28/2021,SFO,34,26
17405,202111290was,SamuCu00,WR,Curtis Samuel,WAS,0,0,0,0,0,0,0,0,0.0,1,4,0,4,1,1,9,0,9,0,0,1,1,0,1,WAS,SEA,0,0,0,0,0,0,2.3,2.3,1.8,1.8,1.8,1.8,0,0,0,0,2,2,0,-3.0,12,0,20,24,SEA,WAS,15,17,False,outdoors,grass ,41,51,9,0.0,,47.0,11/29/2021,WAS,17,15
17410,202111290was,EverGe00,TE,Gerald Everett,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,5,37,1,12,0,0,0,0,0,0,SEA,WAS,0,0,0,0,0,0,14.7,14.7,12.2,12.2,12.2,12.2,0,0,0,0,0,0,0,36.9,20,0,37,79,SEA,WAS,15,17,False,outdoors,grass ,41,51,9,0.0,,47.0,11/29/2021,WAS,17,15
17428,202112020nor,FehoSi00,WR,Simi Fehoko,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,DAL,NOR,27,17,False,dome,sportturf,72,45,0,-5.0,DAL,47.5,12/2/2021,DAL,27,17
17434,202112020nor,CallMa01,WR,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,13,0,13,0,0,0,0,0,0,NOR,DAL,0,0,0,0,0,0,2.3,2.3,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,55.2,7,0,48,69,DAL,NOR,27,17,False,dome,sportturf,72,45,0,-5.0,DAL,47.5,12/2/2021,DAL,27,17
17455,202112050atl,MillSc01,WR,Scott Miller,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,TAM,ATL,30,17,False,retractable roof (closed),fieldturf,72,45,0,-10.5,TAM,50.5,12/5/2021,TAM,30,17
