,game_id,player_id,position ,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date,winning_team,winning_score,losing_score
3226,201911100chi,HallMa02,WR,Marvin Hall,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,CHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,11,13,DET,CHI,13,20,False,outdoors,grass,40,80,12,-6.0,CHI,38.0,11/10/2019,CHI,20,13
3237,201911100chi,BurtTr01,TE,Trey Burton,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHI,DET,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8.0,0,0,20,36,DET,CHI,13,20,False,outdoors,grass,40,80,12,-6.0,CHI,38.0,11/10/2019,CHI,20,13
3260,201911100cin,BoykMi00,WR,Miles Boykin,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,21,46,BAL,CIN,49,13,False,outdoors,grass,56,53,9,-10.5,BAL,44.0,11/10/2019,BAL,49,13
3261,201911100cin,MorgSt02,WR,Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,9,0,9,0,0,0,0,0,0,CIN,BAL,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,26.0,2,0,38,52,BAL,CIN,49,13,False,outdoors,grass,56,53,9,-10.5,BAL,44.0,11/10/2019,BAL,49,13
3280,201911100cle,McKeIs00,WR,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,19,0,11,0,0,0,0,0,0,BUF,CLE,0,0,0,0,0,0,3.9,3.9,2.9,2.9,2.9,2.9,0,0,0,0,0,0,0,38.0,3,0,37,54,BUF,CLE,16,19,False,outdoors,grass,72,45,0,-3.0,CLE,42.0,11/10/2019,CLE,19,16
3286,201911100cle,HiggRa00,WR,Rashard Higgins,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,7,1,7,0,0,0,0,0,0,CLE,BUF,0,0,0,0,0,0,7.7,7.7,7.2,7.2,7.2,7.2,0,0,0,0,0,0,0,7.0,0,0,33,48,BUF,CLE,16,19,False,outdoors,grass,72,45,0,-3.0,CLE,42.0,11/10/2019,CLE,19,16
3298,201911100clt,WilsAl02,WR,Albert Wilson,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,3.9,0,1,35,54,MIA,IND,16,12,False,retractable roof (closed),fieldturf,72,45,0,-11.0,IND,44.5,11/10/2019,MIA,16,12
3310,201911100clt,PascZa00,WR,Zach Pascal,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,2,26,0,23,0,0,0,0,0,0,IND,MIA,0,0,0,0,0,0,4.6,4.6,3.6,3.6,3.6,3.6,0,0,0,0,0,0,0,84.7,1,0,68,99,MIA,IND,16,12,False,retractable roof (closed),fieldturf,72,45,0,-11.0,IND,44.5,11/10/2019,MIA,16,12
3332,201911100dal,SmitIr01,TE,Irv Smith Jr.,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,34,0,9,0,0,0,0,0,0,MIN,DAL,0,0,0,0,0,0,8.4,8.4,5.9,5.9,5.9,5.9,0,0,0,0,0,0,0,16.8,23,0,52,72,MIN,DAL,28,24,False,retractable roof (closed),fieldturf,72,45,0,-3.5,DAL,48.5,11/10/2019,MIN,28,24
3333,201911100dal,SchuDa00,TE,Dalton Schultz,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,MIN,DAL,28,24,False,retractable roof (closed),fieldturf,72,45,0,-3.5,DAL,48.5,11/10/2019,MIN,28,24
3353,201911100gnb,WhitDe01,WR,DeAndrew White,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,CAR,GNB,16,24,False,outdoors,grass,72,45,0,-5.0,GNB,49.0,11/10/2019,GNB,24,16
3355,201911100gnb,SterJa00,TE,Jace Sternberger,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,14,22,CAR,GNB,16,24,False,outdoors,grass,72,45,0,-5.0,GNB,49.0,11/10/2019,GNB,24,16
3375,201911100nor,HillBr02,RB,Brian Hill,ATL,0,0,0,0,0,0,0,0,0.0,20,61,0,15,2,1,10,1,10,0,0,20,20,0,20,ATL,NOR,0,0,0,0,0,0,14.1,14.1,13.6,13.6,13.6,13.6,0,0,0,0,25,36,0,2.0,8,0,38,50,ATL,NOR,26,9,False,dome,astroturf,72,45,0,-14.0,NOR,51.5,11/10/2019,ATL,26,9
3381,201911100nor,MurrLa00,RB,Latavius Murray,NOR,0,0,0,0,0,0,0,0,0.0,5,12,0,6,2,2,7,0,6,0,0,5,5,0,5,NOR,ATL,0,0,0,0,0,0,3.9,3.9,2.9,2.9,2.9,2.9,0,0,0,0,5,7,0,-8.0,15,0,16,24,ATL,NOR,26,9,False,dome,astroturf,72,45,0,-14.0,NOR,51.5,11/10/2019,ATL,26,9
3404,201911100nyj,WescTr00,TE,Trevon Wesco,NYJ,0,0,0,0,0,0,0,0,0.0,1,2,0,2,1,1,15,0,15,0,0,1,1,0,1,NYJ,NYG,0,0,0,0,0,0,2.7,2.7,2.2,2.2,2.2,2.2,0,0,0,0,-1,3,0,8.0,7,0,18,28,NYG,NYJ,27,34,False,outdoors,fieldturf ,48,50,8,-3.0,NYG,43.0,11/10/2019,NYJ,34,27
3405,201911100nyj,TateGo00,WR,Golden Tate,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,4,95,2,61,1,0,0,0,0,0,NYG,NYJ,1,0,0,0,0,0,26.5,26.5,23.5,23.5,23.5,23.5,0,0,0,0,0,0,0,60.0,83,0,66,94,NYG,NYJ,27,34,False,outdoors,fieldturf ,48,50,8,-3.0,NYG,43.0,11/10/2019,NYJ,34,27
3427,201911100oti,ThomDa06,RB,Darwin Thompson,KAN,0,0,0,0,0,0,0,0,0.0,1,-1,0,-1,1,1,8,0,8,0,0,1,1,0,1,KAN,TEN,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,-1,0,0,0.0,8,0,5,6,KAN,TEN,32,35,False,outdoors,grass,63,35,9,-5.0,KAN,49.0,11/10/2019,TEN,35,32
3429,201911100oti,HenrDe00,RB,Derrick Henry ,TEN,0,0,0,0,0,0,0,0,0.0,23,188,2,68,2,2,3,0,6,0,0,23,23,0,23,TEN,KAN,0,0,0,0,1,0,36.1,36.1,32.1,32.1,34.1,34.1,0,0,0,0,61,127,3,3.0,0,0,36,72,KAN,TEN,32,35,False,outdoors,grass,63,35,9,-5.0,KAN,49.0,11/10/2019,TEN,35,32
3452,201911100pit,HoltJo00,WR,Johnny Holton,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,LAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,21,29,LAR,PIT,12,17,False,outdoors,grass,55,44,12,-4.0,LAR,43.0,11/10/2019,PIT,17,12
3454,201911100pit,LongDa02,CB,David Long,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAR,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4.0,0,0,0,0,LAR,PIT,12,17,False,outdoors,grass,55,44,12,-4.0,LAR,43.0,11/10/2019,PIT,17,12
3477,201911100tam,JohnDa08,RB,David Johnson,ARI,0,0,0,0,0,0,0,0,0.0,5,2,0,5,1,1,8,0,8,1,0,5,5,0,5,ARI,TAM,0,0,0,0,0,0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,0,0,0,0,-7,9,1,7.0,1,0,29,43,ARI,TAM,27,30,False,outdoors,grass,77,53,8,-5.5,TAM,51.0,11/10/2019,TAM,30,27
3480,201911100tam,PerrBr02,WR,Breshad Perriman,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,17,0,11,0,0,0,0,0,0,TAM,ARI,0,0,0,0,0,0,3.7,3.7,2.7,2.7,2.7,2.7,0,0,0,0,0,0,0,48.0,17,0,56,67,ARI,TAM,27,30,False,outdoors,grass,77,53,8,-5.5,TAM,51.0,11/10/2019,TAM,30,27
3503,201911110sfo,BellNi01,FB,Nick Bellore,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,SEA,SFO,27,24,True,outdoors,grass,77,32,3,-6.5,SFO,47.0,11/11/2019,SEA,27,24
3504,201911110sfo,CeleGa00,TE,Garrett Celek,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,SEA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,10,12,SEA,SFO,27,24,True,outdoors,grass,77,32,3,-6.5,SFO,47.0,11/11/2019,SEA,27,24
3525,201911140cle,BrooTo01,RB,Tony Brooks-James,PIT,0,0,0,0,0,0,0,0,0.0,1,-4,0,-4,0,0,0,0,0,0,0,1,1,0,1,PIT,CLE,0,0,0,0,0,0,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,0,0,0,0,-4,0,0,0.0,0,0,1,1,PIT,CLE,7,21,False,outdoors,grass,36,57,10,-3.0,CLE,41.5,11/14/2019,CLE,21,7
3532,201911140cle,HarrDe03,TE,Demetrius Harris,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,41,59,PIT,CLE,7,21,False,outdoors,grass,36,57,10,-3.0,CLE,41.5,11/14/2019,CLE,21,7
3552,201911170car,GrahJa01,TE,Jaeden Graham,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,23,0,12,0,0,0,0,0,0,ATL,CAR,0,0,0,0,0,0,4.3,4.3,3.3,3.3,3.3,3.3,0,0,0,0,0,0,0,11.0,12,0,34,52,ATL,CAR,29,3,False,outdoors,grass,51,50,11,-3.5,CAR,49.0,11/17/2019,ATL,29,3
3558,201911170car,ThomIa00,TE,Ian Thomas,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CAR,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4.0,0,1,3,4,ATL,CAR,29,3,False,outdoors,grass,51,50,11,-3.5,CAR,49.0,11/17/2019,ATL,29,3
3578,201911170clt,ConlCh00,WR,Chris Conley,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,6,58,0,24,0,0,0,0,0,0,JAX,IND,0,0,0,0,0,0,11.8,11.8,8.8,8.8,8.8,8.8,0,0,0,0,0,0,0,92.8,2,0,60,97,JAX,IND,13,33,False,retractable roof (closed),fieldturf,72,45,0,-2.5,IND,41.5,11/17/2019,IND,33,13
3581,201911170clt,DuliAs00,WR,Ashton Dulin,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,JAX,IND,13,33,False,retractable roof (closed),fieldturf,72,45,0,-2.5,IND,41.5,11/17/2019,IND,33,13
3602,201911170det,CobbRa00,WR,Randall Cobb,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,115,1,49,0,0,0,0,0,0,DAL,DET,0,0,0,0,0,1,24.5,24.5,19.5,19.5,21.5,21.5,0,0,0,0,0,0,0,93.8,50,2,45,62,DAL,DET,35,27,False,dome,fieldturf,72,45,0,-7.5,DAL,46.5,11/17/2019,DAL,35,27
3605,201911170det,JohnTy02,RB,Ty Johnson,DET,0,0,0,0,0,0,0,0,0.0,2,6,0,5,1,1,0,0,0,0,0,2,2,0,2,DET,DAL,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,3,3,0,-3.0,3,0,18,29,DAL,DET,35,27,False,dome,fieldturf,72,45,0,-7.5,DAL,46.5,11/17/2019,DAL,35,27
3624,201911170mia,DiMaPa00,FB,Patrick DiMarco,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,MIA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,BUF,MIA,37,20,False,outdoors,grass,62,74,13,-7.0,BUF,41.5,11/17/2019,BUF,37,20
3629,201911170mia,GaskMy00,RB,Myles Gaskin,MIA,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,MIA,BUF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2,2,0,-2.0,0,1,7,10,BUF,MIA,37,20,False,outdoors,grass,62,74,13,-7.0,BUF,41.5,11/17/2019,BUF,37,20
3653,201911170min,DoctJo00,WR,Josh Doctson,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,DEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,7,11,DEN,MIN,23,27,False,dome,sportturf,72,45,0,-10.0,MIN,40.5,11/17/2019,MIN,27,23
3654,201911170min,BrowFr01,WR,Fred Brown,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,8,10,DEN,MIN,23,27,False,dome,sportturf,72,45,0,-10.0,MIN,40.5,11/17/2019,MIN,27,23
3668,201911170phi,ErtzZa00,TE,Zach Ertz,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,9,94,0,25,0,0,0,0,0,0,PHI,NWE,0,0,0,0,0,0,18.4,18.4,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,77.0,32,0,64,89,NWE,PHI,17,10,False,outdoors,grass,42,57,13,-4.5,NWE,45.0,11/17/2019,NWE,17,10
3676,201911170phi,HarrNK00,WR,N'Keal Harry,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,18,0,11,0,0,0,0,0,0,NWE,PHI,0,0,0,0,0,0,4.8,4.8,3.3,3.3,3.3,3.3,0,0,0,0,0,0,0,16.0,6,0,32,43,NWE,PHI,17,10,False,outdoors,grass,42,57,13,-4.5,NWE,45.0,11/17/2019,NWE,17,10
3690,201911170rai,WillDa11,WR,Damion Willis,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CIN,LVR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,22.0,0,0,6,10,CIN,LVR,10,17,False,outdoors,grass,76,41,13,-13.0,LVR,48.0,11/17/2019,LVR,17,10
3699,201911170rai,WallDa01,TE,Darren Waller,LVR,0,0,0,0,0,0,0,0,0.0,1,-2,0,-2,7,5,78,0,32,0,0,1,1,0,1,LVR,CIN,0,0,0,0,0,0,12.6,12.6,10.1,10.1,10.1,10.1,0,0,0,0,-2,0,0,44.1,42,0,64,94,CIN,LVR,10,17,False,outdoors,grass,76,41,13,-13.0,LVR,48.0,11/17/2019,LVR,17,10
3719,201911170ram,BrauBe00,TE,Ben Braunecker,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,8,0,8,0,0,0,0,0,0,CHI,LAR,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,0,0,0,0,0,0,0,33.9,5,0,50,66,CHI,LAR,7,17,False,outdoors,grass,79,20,0,-5.0,LAR,40.0,11/17/2019,LAR,17,7
3722,201911170ram,ReynJo00,WR,Josh Reynolds,LAR,0,0,0,0,0,0,0,0,0.0,1,-5,0,-5,6,3,55,0,26,0,0,1,1,0,1,LAR,CHI,0,0,0,0,0,0,8.0,8.0,6.5,6.5,6.5,6.5,0,0,0,0,-5,0,0,66.0,25,0,51,94,CHI,LAR,7,17,False,outdoors,grass,79,20,0,-5.0,LAR,40.0,11/17/2019,LAR,17,7
3746,201911170rav,HursHa00,TE,Hayden Hurst,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,16,0,12,0,0,0,0,0,0,BAL,HOU,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,0,0,0,0,0,0,0,11.0,5,0,28,42,HOU,BAL,7,41,False,outdoors,grass,44,56,10,-4.0,BAL,51.0,11/17/2019,BAL,41,7
3747,201911170rav,CartDe02,WR,DeAndre Carter,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,BAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,7,HOU,BAL,7,41,False,outdoors,grass,44,56,10,-4.0,BAL,51.0,11/17/2019,BAL,41,7
3771,201911170sfo,CeleGa00,TE,Garrett Celek,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,ARI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,23,32,ARI,SFO,26,36,False,outdoors,grass,72,46,0,-10.0,SFO,44.0,11/17/2019,SFO,36,26
3773,201911170sfo,DrakKe00,RB,Kenyan Drake,ARI,0,0,0,0,0,0,0,0,0.0,16,67,0,12,7,6,13,0,9,0,0,16,16,0,16,ARI,SFO,0,0,0,0,0,0,14.0,14.0,11.0,11.0,11.0,11.0,0,0,0,0,46,21,1,-16.1,32,0,60,90,ARI,SFO,26,36,False,outdoors,grass,72,46,0,-10.0,SFO,44.0,11/17/2019,SFO,36,26
3784,201911170tam,SmitTr03,WR,Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,17.0,0,0,41,61,NOR,TAM,34,17,False,outdoors,grass,55,79,4,-5.0,NOR,50.5,11/17/2019,NOR,34,17
3796,201911170tam,HudsTa00,TE,Tanner Hudson,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,NOR,TAM,34,17,False,outdoors,grass,55,79,4,-5.0,NOR,50.5,11/17/2019,NOR,34,17
3819,201911170was,SpriJe00,TE,Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,16,1,15,0,0,0,0,0,0,WAS,NYJ,0,0,0,0,0,0,9.6,9.6,8.6,8.6,8.6,8.6,0,0,0,0,0,0,0,27.0,0,1,48,74,NYJ,WAS,34,17,False,outdoors,grass,43,58,8,-1.0,WAS,37.5,11/17/2019,NYJ,34,17
3821,201911170was,BerrBr00,WR,Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,WAS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,9,NYJ,WAS,34,17,False,outdoors,grass,43,58,8,-1.0,WAS,37.5,11/17/2019,NYJ,34,17
3836,201911180sdg,RobiDe01,WR,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,KAN,LAC,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28.0,0,0,38,57,KAN,LAC,24,17,False,outdoors,grass,67,63,7,-5.5,KAN,52.5,11/18/2019,KAN,24,17
3845,201911180sdg,MoorJa02,WR,Jason Moore,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAC,KAN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,22.0,0,0,14,18,KAN,LAC,24,17,False,outdoors,grass,67,63,7,-5.5,KAN,52.5,11/18/2019,KAN,24,17
3864,201911210htx,StilKe00,WR,Kenny Stills,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,HOU,IND,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,-1.0,10,0,36,62,IND,HOU,17,20,False,retractable roof (closed),grass,72,45,0,-3.5,HOU,46.0,11/21/2019,HOU,20,17
3865,201911210htx,HiltT.00,WR,T.Y. Hilton,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,18,0,8,0,0,0,0,0,0,IND,HOU,0,0,0,0,0,0,4.8,4.8,3.3,3.3,3.3,3.3,0,0,0,0,0,0,0,66.0,10,0,25,37,IND,HOU,17,20,False,retractable roof (closed),grass,72,45,0,-3.5,HOU,46.0,11/21/2019,HOU,20,17
3884,201911240atl,MillSc01,WR,Scott Miller,TAM,0,0,0,0,0,0,0,0,0.0,1,-2,0,-2,1,1,8,0,8,0,0,1,1,0,1,TAM,ATL,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,-2,0,0,-1.0,9,0,18,28,TAM,ATL,35,22,False,retractable roof (closed),fieldturf,72,45,0,-3.5,ATL,51.5,11/24/2019,TAM,35,22
3893,201911240atl,BlakCh00,WR,Christian Blake,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,2,16,0,9,0,0,0,0,0,0,ATL,TAM,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,0,0,0,0,0,0,0,77.4,5,0,37,44,TAM,ATL,35,22,False,retractable roof (closed),fieldturf,72,45,0,-3.5,ATL,51.5,11/24/2019,TAM,35,22
3916,201911240buf,KrofTy00,TE,Tyler Kroft,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,14,0,14,0,0,0,0,0,0,BUF,DEN,0,0,0,0,0,0,2.4,2.4,1.9,1.9,1.9,1.9,0,0,0,0,0,0,0,9.0,5,0,22,30,DEN,BUF,3,20,False,outdoors,astroturf,40,75,17,-3.5,BUF,37.0,11/24/2019,BUF,20,3
3917,201911240buf,HeueJe00,TE,Jeff Heuerman,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,BUF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,16,33,DEN,BUF,3,20,False,outdoors,astroturf,40,75,17,-3.5,BUF,37.0,11/24/2019,BUF,20,3
3933,201911240chi,SimoSc00,TE,Scott Simonson,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,10,0,10,0,0,0,0,0,0,NYG,CHI,0,0,0,0,0,0,2.0,2.0,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,7.0,3,0,11,18,NYG,CHI,14,19,False,outdoors,grass,48,59,12,-6.0,CHI,41.0,11/24/2019,CHI,19,14
3938,201911240chi,WimsJa00,WR,Javon Wims,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHI,NYG,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58.0,0,0,34,46,NYG,CHI,14,19,False,outdoors,grass,48,59,12,-6.0,CHI,41.0,11/24/2019,CHI,19,14
3956,201911240cin,BernGi00,RB,Giovani Bernard,CIN,0,0,0,0,0,0,0,0,0.0,1,-1,0,-1,3,3,31,0,14,0,0,1,1,0,1,CIN,PIT,0,0,0,0,0,0,6.0,6.0,4.5,4.5,4.5,4.5,0,0,0,0,-1,0,0,8.1,23,0,21,37,PIT,CIN,16,10,False,outdoors,grass,46,62,10,-5.5,PIT,37.5,11/24/2019,PIT,16,10
3961,201911240cin,McDoVa00,TE,Vance McDonald ,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,PIT,CIN,0,0,0,0,0,0,1.1,1.1,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0.0,1,0,61,85,PIT,CIN,16,10,False,outdoors,grass,46,62,10,-5.5,PIT,37.5,11/24/2019,PIT,16,10
3983,201911240cle,HurnAl01,WR,Allen Hurns,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,42,1,19,0,0,0,0,0,0,MIA,CLE,0,0,0,0,0,0,14.2,14.2,12.2,12.2,12.2,12.2,0,0,0,0,0,0,0,42.7,16,0,57,90,MIA,CLE,24,41,False,outdoors,grass,39,73,14,-11.0,CLE,45.5,11/24/2019,CLE,41,24
3985,201911240cle,BeckOd00,WR,Odell Beckham Jr.,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,6,84,1,35,0,0,0,0,0,0,CLE,MIA,0,0,0,0,0,0,20.4,20.4,17.4,17.4,17.4,17.4,0,0,0,0,0,0,0,91.2,20,0,74,99,MIA,CLE,24,41,False,outdoors,grass,39,73,14,-11.0,CLE,45.5,11/24/2019,CLE,41,24
